,0
237,-0.62
238,0.31
239,-0.23
240,-1.94
241,0.07
242,-1.76
243,-1.46
244,1.5
245,-1.56
246,-0.25
247,0.47
248,-0.97
249,-0.43
250,0.21
251,-0.78
252,-0.62
253,0.44
254,-0.27
255,-0.06
256,0.5
257,-0.03
258,0.11
259,0.41
260,0.37
261,0.29
262,0.58
263,1.13
264,0.1
265,1.29
266,1.3
267,0.18
268,1.32
269,1.54
270,0.3
271,0.94
272,1.59
273,-0.17
274,0.94
275,1.67
276,-0.24
277,0.69
278,0.97
279,-0.69
280,0.95
281,0.51
282,-0.73
283,1.0
284,-1.1
285,-1.15
286,1.86
287,-2.27
288,-0.83
289,0.94
290,-1.48
291,-0.57
292,0.86
293,-1.45
294,-0.64
295,0.56
296,-1.01
297,-0.34
298,-0.1
299,-0.51
300,0.02
301,0.08
302,0.18
303,0.41
304,-0.02
305,1.48
306,0.16
307,0.59
308,2.35
309,0.21
310,1.21
311,2.13
312,0.3
313,0.87
314,1.33
315,-0.09
316,0.65
317,0.71
318,-0.78
319,1.14
320,-0.43
321,-0.85
322,2.97
323,-3.38
324,-0.68
325,0.98
326,-1.1
327,-0.44
328,0.91
329,-0.98
330,-0.18
331,0.7
332,-0.37
333,0.08
334,0.39
335,-0.08
336,0.08
337,0.5
338,0.28
339,-0.0
340,0.56
341,0.53
342,-0.25
343,0.46
344,0.72
345,-0.43
346,0.71
347,0.74
348,-0.34
349,0.64
350,0.32
351,-0.54
352,1.16
353,-0.05
354,-0.57
355,1.51
356,-0.29
357,-0.26
358,1.15
359,-0.35
360,-0.14
361,0.85
362,0.03
363,-0.26
364,0.64
365,0.34
366,-0.36
367,0.69
368,0.44
369,-0.34
370,0.74
371,0.28
372,-0.39
373,1.12
374,-0.13
375,-0.23
376,1.31
377,-0.27
378,-0.17
379,1.04
380,-0.19
381,-0.01
382,0.76
383,-0.02
384,-0.07
385,0.59
386,0.23
387,-0.21
388,0.73
389,0.4
390,-0.32
391,0.84
392,0.32
393,-0.47
394,0.94
395,0.12
396,-0.43
397,1.12
398,-0.04
399,-0.35
400,1.01
401,-0.09
402,-0.13
403,0.91
404,-0.11
405,0.03
406,0.87
407,-0.11
408,0.05
409,0.83
410,-0.04
411,-0.02
412,0.77
413,0.03
414,-0.12
415,0.87
416,0.01
417,-0.27
418,0.96
419,0.04
420,-0.4
421,1.01
422,0.02
423,-0.56
424,1.16
425,0.06
426,-0.71
427,1.02
428,0.16
429,-0.28
430,1.03
431,0.38
432,0.29
433,1.13
434,0.68
435,0.67
436,1.07
437,1.08
438,0.48
439,0.8
440,1.2
441,0.17
442,0.19
443,0.81
444,-0.11
445,0.87
446,-0.06
447,-1.18
448,0.99
449,-2.26
450,-1.21
451,1.73
452,-1.76
453,-0.79
454,0.88
455,-1.39
456,-0.07
457,1.03
458,-0.8
459,0.41
460,0.56
461,-0.04
462,0.51
463,0.07
464,1.25
465,0.57
466,-0.74
467,2.5
468,0.47
469,-0.31
470,2.0
471,-0.28
472,-0.13
473,1.39
474,0.15
475,1.02
476,0.89
477,-0.34
478,0.82
479,-0.01
480,-1.33
481,2.05
482,-1.18
483,-1.16
484,2.56
485,-1.94
486,-0.75
487,0.84
488,-1.69
489,-0.51
490,1.07
491,-1.18
492,-0.23
493,0.59
494,-0.81
495,0.22
496,-0.13
497,-0.14
498,0.84
499,-0.34
500,0.94
501,0.82
502,-0.1
503,2.79
504,0.69
505,0.36
506,2.23
507,0.62
508,0.63
509,1.62
510,0.15
511,0.84
512,1.01
513,-0.31
514,1.0
515,0.13
516,-0.35
517,1.07
518,-1.37
519,-1.01
520,1.14
521,-2.52
522,-0.62
523,1.5
524,-1.31
525,-0.41
526,1.23
527,-1.4
528,-0.45
529,0.88
530,-1.33
531,-0.04
532,0.27
533,-0.46
534,0.3
535,-0.3
536,0.51
537,0.35
538,-0.27
539,1.63
540,0.39
541,0.08
542,1.23
543,0.32
544,0.58
545,0.83
546,0.27
547,1.36
548,0.48
549,-0.06
550,1.3
551,0.23
552,0.0
553,1.62
554,-0.21
555,-0.11
556,1.35
557,-0.09
558,-0.18
559,1.22
560,-0.01
561,-0.2
562,0.93
563,0.08
564,-0.08
565,0.75
566,0.06
567,-0.04
568,0.68
569,0.11
570,-0.1
571,0.7
572,0.25
573,-0.14
574,0.77
575,0.26
576,-0.16
577,1.04
578,0.16
579,-0.04
580,1.05
581,-0.03
582,-0.12
583,0.72
584,0.17
585,-0.15
586,0.73
587,0.3
588,-0.16
589,0.8
590,0.42
591,-0.19
592,1.11
593,0.09
594,-0.28
595,1.27
596,-0.05
597,-0.25
598,1.03
599,-0.03
600,-0.14
601,0.73
602,0.15
603,-0.07
604,0.67
605,0.3
606,-0.11
607,0.73
608,0.42
609,-0.15
610,0.88
611,0.36
612,-0.26
613,1.05
614,0.25
615,-0.28
616,1.17
617,0.16
618,-0.23
619,1.14
620,0.13
621,-0.22
622,1.0
623,0.13
624,-0.09
625,0.93
626,0.08
627,-0.03
628,0.83
629,0.12
630,-0.03
631,0.75
632,0.16
633,-0.14
634,0.8
635,0.19
636,-0.2
637,0.93
638,0.16
639,-0.23
640,1.1
641,0.09
642,-0.18
643,1.1
644,0.05
645,0.0
646,0.98
647,0.03
648,0.13
649,0.97
650,0.03
651,0.14
652,0.88
653,0.04
654,0.01
655,0.84
656,0.08
657,-0.09
658,0.9
659,0.06
660,-0.21
661,0.93
662,0.08
663,-0.04
664,1.1
665,0.09
666,-0.07
667,0.95
668,0.12
669,-0.28
670,0.85
671,0.18
672,-0.15
673,0.81
674,0.14
675,-0.29
676,0.94
677,0.14
678,-0.21
679,0.81
680,0.13
681,0.02
682,0.72
683,0.32
684,0.56
685,0.85
686,-0.09
687,1.05
688,0.74
689,-0.28
690,1.34
691,0.54
692,-0.49
693,0.98
694,0.36
695,-0.61
696,0.59
697,0.85
698,-0.8
699,0.55
700,0.82
701,-0.57
702,0.55
703,0.82
704,-0.5
705,0.55
706,1.01
707,-0.44
708,0.51
709,1.16
710,-0.56
711,0.19
712,1.05
713,-0.44
714,0.01
715,0.96
716,-0.24
717,-0.17
718,0.52
719,-0.17
720,-0.54
721,0.39
722,-0.14
723,-0.88
724,0.47
725,-0.07
726,-0.71
727,0.96
728,-0.03
729,-0.72
730,1.06
731,-0.22
732,-0.13
733,0.83
734,-0.91
735,-0.79
736,0.83
737,-0.51
738,-0.44
739,0.61
740,0.23
741,-0.3
742,1.11
743,0.06
744,-0.72
745,0.96
746,-0.01
747,-0.74
748,0.92
749,-0.02
750,-0.41
751,1.02
752,-0.13
753,-0.33
754,1.06
755,-0.18
756,-0.3
757,0.82
758,-0.6
759,-0.04
760,0.79
761,-0.87
762,-0.01
763,0.81
764,-0.7
765,-0.14
766,0.77
767,-0.27
768,0.06
769,0.93
770,0.06
771,-0.11
772,0.55
773,0.26
774,0.28
775,0.51
776,0.55
777,0.1
778,0.62
779,0.68
780,0.3
781,0.63
782,1.14
783,0.25
784,0.26
785,1.23
786,0.9
787,-1.22
788,0.69
789,0.74
790,-0.95
791,0.54
792,0.73
793,0.09
794,0.21
795,1.05
796,0.46
797,-0.58
798,0.95
799,0.4
800,-1.57
801,0.9
802,0.0
803,-2.3
804,0.53
805,1.11
806,-1.88
807,0.28
808,0.9
809,-1.25
810,0.13
811,0.73
812,-1.42
813,0.02
814,0.71
815,-1.08
816,-0.08
817,0.78
818,-0.54
819,-0.06
820,0.88
821,-0.23
822,-0.3
823,0.71
824,0.07
825,-0.15
826,0.64
827,0.11
828,-0.46
829,0.81
830,0.1
831,-0.66
832,0.85
833,0.12
834,-0.59
835,0.82
836,0.11
837,-0.54
838,0.83
839,0.1
840,-0.49
841,0.88
842,0.09
843,-0.45
844,0.92
845,-0.02
846,-0.4
847,0.96
848,-0.22
849,-0.39
850,1.02
851,-0.37
852,-0.39
853,0.96
854,-0.38
855,-0.3
856,0.93
857,-0.38
858,-0.27
859,0.94
860,-0.45
861,-0.28
862,0.86
863,-0.31
864,-0.19
865,0.75
866,-0.22
867,-0.1
868,0.78
869,-0.2
870,-0.12
871,0.89
872,-0.22
873,-0.07
874,0.95
875,-0.25
876,-0.01
877,0.99
878,-0.29
879,-0.05
880,0.91
881,-0.21
882,-0.11
883,0.92
884,-0.14
885,-0.11
886,0.94
887,-0.13
888,-0.12
889,0.92
890,-0.12
891,-0.1
892,0.96
893,-0.14
894,-0.11
895,1.04
896,-0.17
897,-0.11
898,0.98
899,-0.16
900,-0.1
901,0.96
902,-0.13
903,-0.13
904,0.98
905,-0.16
906,-0.12
907,0.98
908,-0.19
909,-0.05
910,0.96
911,-0.26
912,-0.02
913,0.9
914,-0.29
915,0.03
916,0.8
917,-0.3
918,0.04
919,0.75
920,-0.33
921,0.03
922,0.77
923,-0.34
924,0.08
925,0.86
926,-0.39
927,0.1
928,0.84
929,-0.44
930,0.1
931,0.83
932,-0.47
933,0.04
934,0.77
935,-0.5
936,-0.04
937,0.77
938,-0.49
939,-0.11
940,0.8
941,-0.48
942,-0.07
943,0.92
944,-0.53
945,-0.16
946,0.83
947,-0.52
948,-0.09
949,1.06
950,-0.45
951,-0.24
952,1.18
953,-0.44
954,-0.1
955,1.46
956,-0.37
957,-0.1
958,0.97
959,-0.28
960,-0.14
961,1.11
962,-0.23
963,-0.19
964,1.05
965,-0.1
966,-0.26
967,1.18
968,0.11
969,0.06
970,1.28
971,0.33
972,0.19
973,1.35
974,0.74
975,-0.32
976,1.32
977,0.98
978,-0.44
979,0.64
980,0.95
981,-0.49
982,0.43
983,1.18
984,-0.49
985,0.14
986,1.05
987,-0.62
988,-0.22
989,1.01
990,-0.41
991,-0.36
992,1.06
993,-0.29
994,-0.3
995,1.06
996,-0.06
997,-0.07
998,0.72
999,0.09
1000,0.13
1001,0.56
1002,0.23
1003,0.14
1004,0.22
1005,0.39
1006,0.27
1007,0.16
1008,0.53
1009,0.27
1010,-0.11
1011,0.7
1012,0.32
1013,-0.29
1014,0.88
1015,0.45
1016,-0.64
1017,0.46
1018,0.32
1019,-1.09
1020,0.36
1021,0.82
1022,-1.29
1023,0.56
1024,0.98
1025,-0.64
1026,0.84
1027,0.62
1028,-0.51
1029,0.9
1030,0.84
1031,-0.57
1032,0.96
1033,0.57
1034,-0.63
1035,0.95
1036,0.64
1037,-0.51
1038,0.88
1039,0.63
1040,-0.35
1041,0.66
1042,0.68
1043,-0.28
1044,0.87
1045,0.67
1046,-0.3
1047,0.73
1048,0.77
1049,-0.49
1050,0.78
1051,0.82
1052,-0.47
1053,0.58
1054,0.87
1055,-0.39
1056,0.53
1057,0.7
1058,-0.45
1059,0.3
1060,0.66
1061,-0.64
1062,0.1
1063,0.61
1064,-0.67
1065,-0.14
1066,0.51
1067,-0.78
1068,-0.2
1069,0.55
1070,-0.88
1071,0.06
1072,0.78
1073,-0.5
1074,-0.0
1075,1.06
1076,-0.34
1077,-0.3
1078,1.51
1079,0.29
1080,-0.36
1081,1.72
1082,0.56
1083,-0.77
1084,1.76
1085,1.13
1086,-0.56
1087,1.74
1088,1.41
1089,-0.37
1090,1.72
1091,1.5
1092,-0.35
1093,1.66
1094,1.35
1095,-0.47
1096,1.44
1097,1.18
1098,-0.31
1099,1.49
1100,0.92
1101,-0.3
1102,1.17
1103,0.82
1104,-0.41
1105,0.87
1106,1.03
1107,-0.64
1108,0.38
1109,1.14
1110,-0.75
1111,0.02
1112,0.77
1113,-1.01
1114,-0.0
1115,0.55
1116,-1.0
1117,-0.18
1118,0.08
1119,-0.98
1120,-0.09
1121,0.07
1122,-0.94
1123,-0.11
1124,-0.74
1125,-0.41
1126,-0.0
1127,-1.15
1128,0.42
1129,-0.02
1130,-1.48
1131,1.43
1132,0.22
1133,-1.43
1134,1.71
1135,0.43
1136,-1.14
1137,1.8
1138,0.65
1139,-0.58
1140,1.62
1141,0.73
1142,-0.56
1143,1.36
1144,0.79
1145,-0.6
1146,1.26
1147,0.58
1148,-0.53
1149,1.12
1150,0.61
1151,-0.43
1152,1.07
1153,0.44
1154,-0.46
1155,0.88
1156,0.42
1157,-0.24
1158,0.72
1159,0.59
1160,-0.15
1161,0.76
1162,0.6
1163,-0.37
1164,0.75
1165,0.49
1166,-0.45
1167,0.77
1168,0.34
1169,-0.55
1170,0.77
1171,0.21
1172,-0.47
1173,0.83
1174,0.31
1175,-0.37
1176,0.87
1177,0.42
1178,-0.36
1179,0.83
1180,0.46
1181,-0.26
1182,0.86
1183,0.49
1184,-0.18
1185,0.78
1186,0.4
1187,-0.19
1188,0.63
1189,0.47
1190,-0.26
1191,0.65
1192,0.46
1193,-0.25
1194,0.47
1195,0.42
1196,-0.37
1197,0.19
1198,0.29
1199,-0.58
1200,-0.01
1201,0.23
1202,-0.72
1203,-0.17
1204,0.09
1205,-0.84
1206,-0.65
1207,0.24
1208,-0.98
1209,-0.71
1210,1.45
1211,-0.99
1212,-0.67
1213,1.65
1214,-0.19
1215,-1.0
1216,1.37
1217,-0.08
1218,-1.2
1219,2.0
1220,0.02
1221,-1.47
1222,1.79
1223,0.22
1224,-1.1
1225,1.71
1226,0.73
1227,-1.36
1228,1.68
1229,1.0
1230,-1.57
1231,1.26
1232,0.93
1233,-1.65
1234,1.17
1235,0.93
1236,-1.64
1237,1.12
1238,0.69
1239,-1.48
1240,0.65
1241,0.35
1242,-1.19
1243,0.38
1244,0.23
1245,-0.85
1246,0.4
1247,0.2
1248,-0.61
1249,0.45
1250,0.23
1251,-0.59
1252,0.21
1253,0.33
1254,-0.35
1255,0.24
1256,0.09
1257,0.04
1258,0.33
1259,-0.24
1260,0.53
1261,0.52
1262,-0.55
1263,0.79
1264,0.5
1265,-1.3
1266,0.8
1267,0.05
1268,-1.54
1269,1.1
1270,0.33
1271,-1.26
1272,1.07
1273,1.21
1274,-0.68
1275,1.11
1276,0.83
1277,-0.64
1278,0.98
1279,0.47
1280,-0.48
1281,1.04
1282,0.41
1283,-0.38
1284,0.94
1285,0.82
1286,-0.43
1287,0.88
1288,0.64
1289,-0.43
1290,0.78
1291,0.59
1292,-0.48
1293,0.64
1294,0.47
1295,-0.44
1296,0.61
1297,0.5
1298,-0.6
1299,0.6
1300,0.52
1301,-0.62
1302,0.61
1303,0.53
1304,-0.56
1305,0.51
1306,0.6
1307,-0.64
1308,0.61
1309,0.59
1310,-0.45
1311,0.59
1312,0.64
1313,-0.43
1314,0.72
1315,0.68
1316,-0.45
1317,0.67
1318,0.76
1319,-0.43
1320,0.82
1321,0.63
1322,-0.35
1323,0.77
1324,0.54
1325,-0.49
1326,0.76
1327,0.54
1328,-0.43
1329,0.82
1330,0.38
1331,-0.39
1332,0.88
1333,0.26
1334,-0.27
1335,1.25
1336,0.54
1337,-0.33
1338,1.31
1339,0.61
1340,-0.32
1341,1.4
1342,0.97
1343,-0.36
1344,1.44
1345,1.09
1346,-0.51
1347,1.63
1348,-0.11
1349,-0.75
1350,1.4
1351,-0.43
1352,-0.71
1353,0.93
1354,-0.24
1355,-0.64
1356,0.39
1357,-0.02
1358,-0.61
1359,0.14
1360,0.08
1361,-0.63
1362,-0.3
1363,-0.07
1364,-0.62
1365,-0.33
1366,0.0
1367,-0.43
1368,-0.43
1369,0.03
1370,-0.03
1371,-0.24
1372,0.15
1373,0.01
1374,-0.29
1375,0.09
1376,0.19
1377,-0.17
1378,0.41
1379,0.43
1380,-0.3
1381,0.47
1382,0.18
1383,-0.32
1384,0.58
1385,0.12
1386,-0.32
1387,0.66
1388,0.01
1389,-0.68
1390,0.73
1391,-0.06
1392,-1.04
1393,1.09
1394,-0.37
1395,-1.66
1396,1.38
1397,-0.4
1398,-1.81
1399,1.9
1400,-0.22
1401,-1.82
1402,2.22
1403,-0.65
1404,-1.59
1405,2.71
1406,-0.81
1407,-1.61
1408,2.78
1409,-1.22
1410,-1.17
1411,2.39
1412,-1.66
1413,-0.72
1414,2.42
1415,-1.93
1416,-0.43
1417,1.87
1418,-1.99
1419,-0.1
1420,1.39
1421,-1.92
1422,-0.09
1423,1.06
1424,-1.75
1425,-0.2
1426,0.24
1427,-1.37
1428,-0.09
1429,-0.17
1430,-1.07
1431,-0.14
1432,-0.28
1433,-0.71
1434,-0.09
1435,-0.22
1436,-0.48
1437,-0.0
1438,-0.22
1439,-0.34
1440,0.32
1441,-0.11
1442,-0.24
1443,0.53
1444,0.21
1445,-0.17
1446,0.79
1447,0.44
1448,-0.17
1449,0.94
1450,0.45
1451,-0.22
1452,0.99
1453,0.46
1454,-0.23
1455,1.08
1456,0.51
1457,-0.14
1458,1.18
1459,0.58
1460,-0.1
1461,0.97
1462,0.77
1463,-0.24
1464,1.07
1465,1.07
1466,-0.21
1467,0.95
1468,0.88
1469,-0.19
1470,0.99
1471,0.69
1472,0.03
1473,1.11
1474,0.57
1475,-0.18
1476,1.34
1477,0.27
1478,-0.31
1479,1.6
1480,0.04
1481,-0.35
1482,1.57
1483,-0.23
1484,-0.29
1485,1.46
1486,-0.32
1487,-0.34
1488,1.19
1489,-0.1
1490,-0.48
1491,0.93
1492,0.03
1493,-0.48
1494,0.65
1495,0.16
1496,-0.47
1497,0.29
1498,0.19
1499,-0.23
1500,0.06
1501,0.41
1502,0.07
1503,-0.06
1504,0.47
1505,0.22
1506,-0.05
1507,0.47
1508,0.29
1509,0.04
1510,0.53
1511,0.35
1512,-0.04
1513,0.45
1514,0.12
1515,-0.12
1516,0.41
1517,0.29
1518,-0.12
1519,0.39
1520,0.0
1521,-0.29
1522,0.34
1523,0.23
1524,-0.65
1525,0.59
1526,0.64
1527,-0.81
1528,0.39
1529,0.17
1530,-0.79
1531,0.67
1532,-0.2
1533,-0.82
1534,0.7
1535,-0.28
1536,-0.65
1537,1.08
1538,-0.64
1539,-0.87
1540,1.56
1541,-0.76
1542,-0.92
1543,2.15
1544,-0.9
1545,-0.58
1546,2.75
1547,-1.0
1548,-0.91
1549,2.53
1550,-1.25
1551,-0.7
1552,2.14
1553,-2.2
1554,-0.48
1555,1.81
1556,-2.46
1557,-0.34
1558,1.29
1559,-2.38
1560,0.38
1561,1.25
1562,-1.98
1563,0.09
1564,1.13
1565,-1.61
1566,0.31
1567,0.84
1568,-1.52
1569,0.19
1570,0.54
1571,-1.24
1572,0.21
1573,0.39
1574,-1.02
1575,0.09
1576,0.04
1577,-0.79
1578,0.27
1579,0.03
1580,-0.46
1581,0.28
1582,0.11
1583,-0.25
1584,0.41
1585,0.08
1586,-0.28
1587,0.53
1588,0.2
1589,-0.3
1590,0.66
1591,0.28
1592,-0.26
1593,0.76
1594,0.27
1595,-0.26
1596,0.89
1597,0.27
1598,-0.22
1599,0.98
1600,0.35
1601,-0.24
1602,1.22
1603,0.29
1604,-0.12
1605,1.22
1606,0.41
1607,-0.32
1608,1.04
1609,0.29
1610,-0.12
1611,0.75
1612,0.39
1613,-0.14
1614,0.64
1615,0.4
1616,-0.05
1617,0.7
1618,0.34
1619,-0.04
1620,0.52
1621,0.42
1622,-0.13
1623,0.17
1624,0.36
1625,-0.22
1626,0.29
1627,0.42
1628,-0.09
1629,0.97
1630,0.12
1631,0.25
1632,1.33
1633,-0.28
1634,-0.08
1635,2.07
1636,-0.36
1637,-0.04
1638,2.34
1639,-0.22
1640,-0.26
1641,2.3
1642,-0.24
1643,-0.51
1644,2.02
1645,0.01
1646,-0.39
1647,1.66
1648,0.48
1649,-0.88
1650,1.02
1651,0.72
1652,-0.89
1653,0.24
1654,0.66
1655,-0.64
1656,-0.3
1657,0.35
1658,-0.34
1659,-0.53
1660,0.33
1661,-0.06
1662,-0.86
1663,0.16
1664,0.01
1665,-0.65
1666,0.06
1667,0.25
1668,-0.57
1669,0.15
1670,0.16
1671,-0.58
1672,0.13
1673,-0.28
1674,-0.45
1675,0.22
1676,-0.42
1677,-0.56
1678,0.37
1679,-0.13
1680,-0.56
1681,0.55
1682,-0.47
1683,-0.97
1684,1.16
1685,-0.35
1686,-1.25
1687,1.7
1688,-0.36
1689,-1.02
1690,2.15
1691,-1.03
1692,-1.12
1693,2.05
1694,-0.81
1695,-0.9
1696,2.0
1697,-0.77
1698,-0.64
1699,2.05
1700,-0.6
1701,-0.16
1702,2.2
1703,-0.51
1704,0.03
1705,2.35
1706,-0.12
1707,-0.25
1708,1.57
1709,-0.3
1710,0.56
1711,1.63
1712,-0.76
1713,-0.2
1714,1.29
1715,-0.47
1716,-0.42
1717,0.81
1718,-0.59
1719,-0.6
1720,0.72
1721,-0.88
1722,-0.78
1723,0.66
1724,-1.07
1725,-0.82
1726,0.51
1727,-0.85
1728,-0.53
1729,0.55
1730,-0.86
1731,-0.0
1732,0.62
1733,-1.03
1734,-0.24
1735,0.73
1736,-1.31
1737,-0.68
1738,0.58
1739,-2.03
1740,0.05
1741,0.39
1742,-0.99
1743,1.41
1744,0.6
1745,-0.08
1746,1.92
1747,1.34
1748,0.95
1749,1.04
1750,1.59
1751,2.84
1752,0.76
1753,0.9
1754,1.47
1755,0.36
1756,1.13
1757,0.87
1758,-0.11
1759,-0.2
1760,1.41
1761,-0.03
1762,0.68
1763,1.71
1764,-0.12
1765,0.18
1766,0.94
1767,-0.11
1768,-0.16
1769,0.21
1770,0.16
1771,-0.1
1772,-0.64
1773,0.39
1774,0.08
1775,-1.58
1776,-0.3
1777,0.02
1778,-2.3
1779,-0.12
1780,1.72
1781,-2.08
1782,0.81
1783,1.91
1784,-0.04
1785,0.21
1786,1.14
1787,-1.59
1788,0.2
1789,0.99
1790,-2.13
1791,0.17
1792,0.29
1793,-0.66
1794,0.06
1795,0.01
1796,0.45
1797,-0.31
1798,0.01
1799,1.57
1800,-0.33
1801,0.83
1802,1.06
1803,-0.01
1804,2.46
1805,1.74
1806,0.41
1807,2.86
1808,2.55
1809,1.37
1810,2.02
1811,3.45
1812,0.59
1813,1.47
1814,1.86
1815,0.18
1816,0.63
1817,1.22
1818,-0.2
1819,0.29
1820,1.2
1821,0.08
1822,0.1
1823,0.62
1824,0.56
1825,0.55
1826,-1.09
1827,-0.81
1828,0.44
1829,-3.77
1830,-1.31
1831,2.02
1832,-2.55
1833,0.9
1834,2.2
1835,-0.39
1836,-0.15
1837,2.42
1838,-1.89
1839,-0.45
1840,0.61
1841,-1.43
1842,0.11
1843,-0.55
1844,-0.44
1845,0.53
1846,-0.63
1847,0.72
1848,0.42
1849,-0.19
1850,1.95
1851,0.83
1852,0.59
1853,1.89
1854,0.68
1855,0.6
1856,2.76
1857,0.26
1858,0.44
1859,2.28
1860,0.38
1861,0.6
1862,2.0
1863,0.47
1864,0.6
1865,1.62
1866,0.49
1867,0.39
1868,1.2
1869,0.24
1870,0.2
1871,0.72
1872,0.3
1873,0.22
1874,-0.05
1875,0.29
1876,0.14
1877,-1.27
1878,-0.27
1879,-0.19
1880,-4.89
1881,0.29
1882,2.42
1883,-1.83
1884,-0.2
1885,0.44
1886,-0.3
1887,-0.27
1888,0.45
1889,-1.6
1890,0.03
1891,1.37
1892,-2.12
1893,0.19
1894,0.62
1895,-0.73
1896,0.12
1897,0.74
1898,-0.03
1899,0.22
1900,1.33
1901,1.18
1902,0.29
1903,2.19
1904,1.14
1905,-0.16
1906,2.07
1907,2.4
1908,0.08
1909,1.95
1910,3.58
1911,-0.36
1912,2.66
1913,2.16
1914,-0.06
1915,1.56
1916,0.86
1917,0.04
1918,1.04
1919,0.67
1920,0.08
1921,0.65
1922,0.62
1923,-0.02
1924,0.37
1925,0.03
1926,0.02
1927,0.64
1928,-0.91
1929,0.2
1930,0.88
1931,-2.07
1932,-0.39
1933,0.72
1934,-2.95
1935,-0.67
1936,0.87
1937,-0.39
1938,0.25
1939,0.51
1940,-0.03
1941,-0.25
1942,1.64
1943,-2.19
1944,-0.06
1945,0.91
1946,-1.46
1947,0.16
1948,0.17
1949,-0.16
1950,0.18
1951,0.08
1952,0.69
1953,-0.13
1954,0.22
1955,0.94
1956,0.21
1957,1.01
1958,0.71
1959,0.24
1960,2.27
1961,1.4
1962,0.06
1963,3.36
1964,2.33
1965,-0.13
1966,2.91
1967,2.03
1968,-0.34
1969,1.32
1970,1.38
1971,-0.51
1972,0.54
1973,1.1
1974,-0.17
1975,0.04
1976,1.0
1977,-0.17
1978,-0.0
1979,0.98
1980,-0.09
1981,0.29
1982,0.07
1983,0.37
1984,0.1
1985,-1.55
1986,-0.44
1987,0.48
1988,-5.18
1989,-0.37
1990,2.28
1991,-1.09
1992,0.47
1993,1.38
1994,0.28
1995,-0.66
1996,0.92
1997,-1.94
1998,-0.21
1999,0.56
2000,-2.36
2001,-0.07
2002,0.25
2003,-0.27
2004,0.12
2005,0.29
2006,0.76
2007,-0.4
2008,1.13
2009,1.18
2010,-0.35
2011,1.59
2012,1.56
2013,-0.6
2014,1.46
2015,2.94
2016,-0.67
2017,1.07
2018,3.18
2019,0.15
2020,1.32
2021,2.42
2022,0.24
2023,0.67
2024,1.57
2025,0.51
2026,0.65
2027,0.97
2028,0.1
2029,0.48
