,0
1151,-0.14
1152,0.96
1153,-0.14
1154,-0.26
1155,1.14
1156,-0.2
1157,-0.25
1158,1.2
1159,-0.26
1160,-0.14
1161,1.08
1162,-0.07
1163,-0.07
1164,1.0
1165,-0.04
1166,-0.05
1167,0.98
1168,-0.13
1169,-0.09
1170,0.96
1171,-0.14
1172,-0.12
1173,1.06
1174,-0.01
1175,-0.14
1176,1.1
1177,0.14
1178,-0.16
1179,0.97
1180,0.32
1181,-0.15
1182,0.84
1183,0.44
1184,-0.16
1185,0.74
1186,0.5
1187,-0.23
1188,0.79
1189,0.23
1190,-0.22
1191,0.87
1192,-0.04
1193,-0.23
1194,0.93
1195,0.03
1196,-0.23
1197,0.97
1198,0.12
1199,-0.2
1200,1.0
1201,0.23
1202,-0.17
1203,0.96
1204,0.19
1205,-0.17
1206,1.01
1207,0.16
1208,-0.11
1209,0.87
1210,0.32
1211,-0.15
1212,0.81
1213,0.37
1214,-0.16
1215,0.74
1216,0.33
1217,-0.12
1218,0.73
1219,0.48
1220,-0.13
1221,0.76
1222,0.5
1223,-0.12
1224,0.78
1225,0.47
1226,-0.1
1227,0.81
1228,0.47
1229,-0.08
1230,0.84
1231,0.45
1232,-0.05
1233,0.84
1234,0.4
1235,-0.04
1236,0.85
1237,0.37
1238,-0.05
1239,0.86
1240,0.39
1241,-0.06
1242,0.93
1243,0.37
1244,-0.06
1245,1.01
1246,0.35
1247,-0.06
1248,1.02
1249,0.53
1250,-0.1
1251,0.93
1252,0.62
1253,-0.16
1254,0.78
1255,0.62
1256,-0.16
1257,0.63
1258,0.5
1259,-0.14
1260,0.57
1261,0.33
1262,-0.15
1263,0.64
1264,0.28
1265,-0.08
1266,0.77
1267,0.33
1268,0.01
1269,0.81
1270,0.32
1271,0.01
1272,0.77
1273,0.39
1274,-0.0
1275,0.76
1276,0.49
1277,0.02
1278,0.69
1279,0.46
1280,0.08
1281,0.68
1282,0.43
1283,0.09
1284,0.67
1285,0.43
1286,0.12
1287,0.65
1288,0.49
1289,0.12
1290,0.7
1291,0.52
1292,0.15
1293,0.62
1294,0.47
1295,0.2
1296,0.54
1297,0.46
1298,0.23
1299,0.36
1300,0.43
1301,0.21
1302,0.69
1303,1.2
1304,0.42
1305,1.5
1306,0.83
1307,0.3
1308,1.53
1309,0.18
1310,0.49
1311,1.01
1312,0.17
1313,0.38
1314,0.63
1315,0.45
1316,0.39
1317,0.45
1318,0.65
1319,0.39
1320,0.43
1321,0.85
1322,0.37
1323,0.44
1324,0.7
1325,0.3
1326,0.52
1327,0.58
1328,0.28
1329,0.63
1330,0.61
1331,0.33
1332,0.73
1333,0.75
1334,0.39
1335,0.65
1336,0.8
1337,0.39
1338,0.54
1339,0.73
1340,0.39
1341,0.48
1342,0.66
1343,0.39
1344,0.54
1345,0.63
1346,0.39
1347,0.61
1348,0.61
1349,0.37
1350,0.58
1351,0.63
1352,0.38
1353,0.54
1354,0.66
1355,0.41
1356,0.53
1357,0.67
1358,0.41
1359,0.54
1360,0.66
1361,0.4
1362,0.55
1363,0.62
1364,0.39
1365,0.54
1366,0.63
1367,0.38
1368,0.53
1369,0.61
1370,0.39
1371,0.51
1372,0.66
1373,0.4
1374,0.53
1375,0.7
1376,0.38
1377,0.54
1378,0.72
1379,0.37
1380,0.51
1381,0.7
1382,0.39
1383,0.52
1384,0.68
1385,0.39
1386,0.52
1387,0.68
1388,0.38
1389,0.53
1390,0.7
1391,0.36
1392,0.53
1393,0.74
1394,0.33
1395,0.56
1396,0.81
1397,0.33
1398,0.64
1399,0.91
1400,0.36
1401,0.66
1402,0.89
1403,0.42
1404,0.52
1405,0.76
1406,0.46
1407,0.5
1408,0.85
1409,0.41
1410,0.4
1411,0.99
1412,0.34
1413,0.51
1414,0.93
1415,0.27
1416,0.62
1417,0.79
1418,0.18
1419,0.68
1420,0.71
1421,0.12
1422,0.7
1423,0.67
1424,0.1
1425,0.65
1426,0.56
1427,0.03
1428,0.71
1429,0.59
1430,0.0
1431,0.76
1432,0.52
1433,-0.11
1434,0.75
1435,0.42
1436,-0.18
1437,0.86
1438,0.31
1439,-0.22
1440,0.96
1441,0.23
1442,-0.26
1443,0.91
1444,0.26
1445,-0.3
1446,0.33
1447,0.55
1448,-0.29
1449,0.27
1450,0.54
1451,-0.35
1452,-0.13
1453,0.32
1454,-0.26
1455,0.31
1456,0.31
1457,-0.13
1458,0.78
1459,-0.27
1460,0.07
1461,0.83
1462,-0.4
1463,0.14
1464,0.9
1465,-0.43
1466,0.32
1467,1.54
1468,-0.22
1469,0.65
1470,1.58
1471,0.63
1472,0.45
1473,1.62
1474,0.29
1475,0.28
1476,1.39
1477,0.28
1478,0.12
1479,0.9
1480,0.41
1481,0.15
1482,0.6
1483,0.64
1484,0.16
1485,0.3
1486,0.75
1487,-0.1
1488,0.11
1489,0.79
1490,-0.22
1491,-0.16
1492,0.74
1493,-0.36
1494,-0.13
1495,0.48
1496,-0.48
1497,0.1
1498,0.49
1499,-0.34
1500,0.15
1501,0.81
1502,-0.25
1503,-0.02
1504,1.35
1505,-0.29
1506,-0.19
1507,1.09
1508,-0.28
1509,-0.46
1510,1.08
1511,-0.34
1512,0.25
1513,1.46
1514,-0.11
1515,1.59
1516,1.49
1517,0.4
1518,2.09
1519,-0.78
1520,0.3
1521,1.5
1522,-0.24
1523,0.42
1524,0.92
1525,0.73
1526,-0.05
1527,0.59
1528,0.97
1529,-0.15
1530,0.05
1531,0.47
1532,-0.01
1533,-0.3
1534,0.0
1535,-0.17
1536,-0.64
1537,0.24
1538,-0.36
1539,-0.63
1540,-0.64
1541,-0.55
1542,-0.9
1543,-0.47
1544,-0.94
1545,-0.72
1546,0.32
1547,-0.68
1548,-0.49
1549,1.2
1550,-0.43
1551,0.29
1552,2.0
1553,-0.21
1554,1.01
1555,2.39
1556,0.04
1557,1.32
1558,2.11
1559,-0.13
1560,0.76
1561,1.24
1562,0.15
1563,0.48
1564,0.61
1565,0.28
1566,0.4
1567,-0.2
1568,0.33
1569,0.15
1570,-0.56
1571,0.14
1572,-0.1
1573,-0.69
1574,-0.19
1575,-0.49
1576,-0.47
1577,-0.53
1578,-1.39
1579,-0.44
1580,-0.8
1581,-1.04
1582,-0.22
1583,-1.22
1584,-0.31
1585,0.38
1586,-0.24
1587,-1.34
1588,1.14
1589,-0.81
1590,-1.27
1591,1.3
1592,-0.8
1593,-0.77
1594,1.73
1595,-0.47
1596,-0.08
1597,1.87
1598,-0.52
1599,0.01
1600,1.79
1601,-0.56
1602,-0.02
1603,1.12
1604,-0.23
1605,-0.01
1606,0.82
1607,-0.23
1608,-0.14
1609,0.91
1610,-0.12
1611,-0.19
1612,0.84
1613,-0.08
1614,-0.02
1615,0.77
1616,-0.09
1617,0.02
1618,0.75
1619,-0.1
1620,0.06
1621,0.81
1622,-0.09
1623,0.31
1624,1.13
1625,-0.03
1626,0.31
1627,0.52
1628,-0.15
1629,0.15
1630,0.48
1631,-0.26
1632,0.0
1633,0.53
1634,-0.35
1635,-0.06
1636,0.3
1637,-0.58
1638,-0.74
1639,0.81
1640,-0.42
1641,-1.45
1642,0.66
1643,-0.84
1644,-1.32
1645,1.13
1646,-0.86
1647,-0.67
1648,1.03
1649,-0.62
1650,-0.45
1651,0.05
1652,-0.48
1653,-0.96
1654,-0.31
1655,-0.7
1656,-0.94
1657,-0.23
1658,-0.66
1659,-0.7
1660,0.07
1661,-0.64
1662,-0.56
1663,0.41
1664,-0.65
1665,-0.49
1666,0.6
1667,-0.61
1668,-0.46
1669,0.59
1670,-0.44
1671,-0.13
1672,0.95
1673,-0.38
1674,-0.15
1675,1.35
1676,-0.37
1677,-0.5
1678,0.88
1679,-0.28
1680,-0.19
1681,0.09
1682,-0.03
1683,0.43
1684,-0.5
1685,0.21
1686,1.3
1687,-1.01
1688,0.29
1689,1.14
1690,0.34
1691,-0.02
1692,0.99
1693,0.81
1694,-0.14
1695,1.11
1696,0.24
1697,-0.1
1698,1.27
1699,0.21
1700,0.12
1701,1.02
1702,0.24
1703,0.09
1704,1.16
1705,0.31
1706,0.3
1707,1.38
1708,0.44
1709,0.4
1710,1.19
1711,0.43
1712,0.35
1713,0.47
1714,-0.24
1715,0.21
1716,0.43
1717,0.23
1718,0.28
1719,1.01
1720,0.04
1721,0.3
1722,1.11
1723,0.01
1724,0.48
1725,1.14
1726,0.25
1727,0.38
1728,1.16
1729,0.18
1730,0.33
1731,0.98
1732,-0.11
1733,0.26
1734,0.83
1735,-0.02
1736,0.13
1737,0.85
1738,-0.05
1739,0.04
1740,0.91
1741,-0.38
1742,0.01
1743,0.83
1744,-0.54
1745,0.04
1746,0.97
1747,-0.36
1748,0.11
1749,0.91
1750,-0.29
1751,0.08
1752,0.72
1753,-0.12
1754,0.01
1755,0.72
1756,-0.04
1757,0.03
1758,0.81
1759,-0.11
1760,0.0
1761,0.79
1762,-0.04
1763,0.0
1764,0.99
1765,-0.01
1766,0.03
1767,1.04
1768,0.02
1769,0.06
1770,0.99
1771,-0.02
1772,-0.0
1773,0.91
1774,-0.06
1775,-0.01
1776,1.04
1777,-0.01
1778,0.05
1779,1.02
1780,0.03
1781,0.01
1782,0.98
1783,0.19
1784,-0.06
1785,0.96
1786,0.2
1787,-0.09
1788,0.9
1789,0.33
1790,-0.07
1791,0.94
1792,0.63
1793,-0.13
1794,0.93
1795,0.66
1796,-0.11
1797,0.85
1798,0.64
1799,-0.11
1800,0.77
1801,0.59
1802,-0.09
1803,0.67
1804,0.49
1805,-0.1
1806,0.62
1807,0.47
1808,-0.11
1809,0.71
1810,0.61
1811,-0.05
1812,0.71
1813,0.73
1814,-0.03
1815,0.77
1816,0.73
1817,0.01
1818,0.73
1819,0.52
1820,0.08
1821,0.68
1822,0.42
1823,0.05
1824,0.71
1825,0.44
1826,0.08
1827,0.77
1828,0.61
1829,0.04
1830,0.73
1831,0.69
1832,0.07
1833,0.77
1834,0.63
1835,0.08
1836,0.76
1837,0.43
1838,0.12
1839,0.82
1840,0.6
1841,0.15
1842,0.8
1843,0.67
1844,0.11
1845,0.73
1846,0.49
1847,0.04
1848,0.72
1849,0.51
1850,0.0
1851,0.68
1852,0.52
1853,0.0
1854,0.65
1855,0.47
1856,-0.01
1857,0.67
1858,0.51
1859,0.0
1860,0.72
1861,0.62
1862,-0.03
1863,0.71
1864,0.62
1865,-0.0
1866,0.77
1867,0.7
1868,0.01
1869,0.8
1870,0.86
1871,0.07
1872,0.77
1873,0.85
1874,0.1
1875,0.76
1876,0.63
1877,0.15
1878,0.72
1879,0.46
1880,0.15
1881,0.72
1882,0.47
1883,0.13
1884,0.66
1885,0.47
1886,0.2
1887,0.72
1888,0.42
1889,0.21
1890,0.77
1891,0.41
1892,0.22
1893,0.69
1894,0.41
1895,0.22
1896,0.73
1897,0.43
1898,0.17
1899,0.82
1900,0.48
1901,0.15
1902,0.79
1903,0.54
1904,0.18
1905,0.84
1906,0.59
1907,0.15
1908,0.9
1909,0.58
1910,0.18
1911,0.84
1912,0.55
1913,0.21
1914,0.72
1915,0.47
1916,0.22
1917,0.67
1918,0.47
1919,0.19
1920,0.73
1921,0.55
1922,0.17
1923,0.76
1924,0.61
1925,0.18
1926,0.71
1927,0.53
1928,0.19
1929,0.72
1930,0.48
1931,0.19
1932,0.8
1933,0.56
1934,0.16
1935,0.8
1936,0.54
1937,0.17
1938,0.74
1939,0.5
1940,0.18
1941,0.76
1942,0.48
1943,0.18
1944,0.77
1945,0.52
1946,0.09
1947,0.75
1948,0.6
1949,0.08
1950,0.72
1951,0.57
1952,0.08
1953,0.75
1954,0.57
1955,0.11
1956,0.78
1957,0.59
1958,0.11
1959,0.77
1960,0.64
1961,0.11
1962,0.72
1963,0.62
1964,0.09
1965,0.74
1966,0.62
1967,0.04
1968,0.75
1969,0.66
1970,0.02
1971,0.72
1972,0.7
1973,0.03
1974,0.71
1975,0.67
1976,0.02
1977,0.75
1978,0.61
1979,0.01
1980,0.76
1981,0.62
1982,0.0
1983,0.73
1984,0.59
1985,0.02
1986,0.69
1987,0.56
1988,-0.01
1989,0.73
1990,0.59
1991,-0.06
1992,0.74
1993,0.6
1994,-0.04
1995,0.7
1996,0.63
1997,-0.04
1998,0.64
1999,0.64
2000,-0.03
2001,0.68
2002,0.71
2003,-0.02
2004,0.69
2005,0.68
2006,0.04
2007,0.63
2008,0.55
2009,0.06
2010,0.61
2011,0.48
2012,0.03
2013,0.64
2014,0.49
2015,-0.05
2016,0.65
2017,0.53
2018,-0.13
2019,0.71
2020,0.56
2021,-0.18
2022,0.75
2023,0.64
2024,-0.18
2025,0.78
2026,0.7
2027,-0.13
2028,0.75
2029,0.64
2030,-0.08
2031,0.69
2032,0.63
2033,-0.03
2034,0.69
2035,0.62
2036,-0.02
2037,0.68
2038,0.56
2039,-0.06
2040,0.66
2041,0.6
2042,-0.06
2043,0.69
2044,0.62
